 Cluster    1:
(  27.9355412,  36.9341927,  -3.7748759)
(  12.0447578,  65.5347061,  -9.2964115)
(  26.0023880,  31.3729343,  43.2992935)
(  -4.6064839,  41.0342026,  -4.8499241)
(  47.9315834,  71.9058533,  18.0089436)
(   3.2329443,  88.5633621,  30.8958092)
(  37.7775383,  19.0069275,  33.4533615)
(  -6.0963926,  70.9146957,  50.9797554)
(  48.2861786,  69.7184219,  -7.7042470)
(   6.7473459,  65.9195404, -22.4051132)
(  50.9796295,  19.9930515,  28.5234928)
( -21.8183823,  79.0757599,  30.0687141)
(  -7.6853633,  92.1354980,   9.0681391)
(  39.0532150,  77.7411728, -13.9870672)
( -24.5000439,  69.2517319,  38.8145065)
( -10.0128546,  69.3665314, -16.9313126)
(  38.7496300,  21.0582695, -19.6650410)
(  66.4791794,  27.0802193,   4.8136187)
( -28.5839043,  87.8676987,  29.8993053)
(   8.4193907,  26.3679714, -33.1980934)
(  59.4713898,  22.9710751,  -9.5085888)
(  39.3051414,  51.3287964, -36.3225136)
(  23.9561157,  99.5442963, -17.6055908)
(  12.8557844,  93.9565277, -24.4829235)
( -21.8574028,  77.0219193, -24.4967346)
(  40.8639183,  94.7332535, -21.4628696)
(  75.1470795,  65.7505188,  -9.3537359)
( -25.9212265,  90.0655594, -16.5772305)
(  84.3655472,  54.1572456,  26.1421242)
(  56.0398178,  87.8521042, -24.0265884)
(  63.2083588,  69.3559494, -29.4820709)
(  51.9679680,  99.7323837, -19.0123463)
(  83.8287582,  78.4038162,   7.7739754)
(  63.3467445,  44.9013901, -38.8055229)
(  78.8816910,  90.9899673, -22.4235592)
 Cluster    4:
(  -9.7631989,   1.6476837,  69.1714706)
(  -7.1739655,  11.6814518,  79.8871994)
(  -9.7287960, -19.1327419,  75.0768738)
( -27.4738483,   3.7717662,  56.5880585)
( -11.3035002,  24.2953396,  74.2083511)
( -10.8675251, -21.4490700,  62.8323631)
(  10.7672806,   3.7460768,  55.3504868)
( -16.0748367, -13.0562735,  88.9876175)
(  -9.6301756,  18.8375149,  90.9898682)
(  -8.4107599,  19.8234673,  90.6815262)
( -12.1800404, -23.5706367,  81.7990799)
(   5.0972891,   5.2696180,  44.1255722)
( -21.7420082, -14.1044369,  46.8995399)
(  18.7901993,  -3.2309761,  84.7394791)
( -26.4667091, -23.4421692,  84.5890427)
(  22.5203457,  -7.3999515,  62.6762886)
(   7.3622890, -25.7804527,  57.5878944)
(  21.1148720,  -0.8913714,  85.7083664)
( -22.9942417, -31.1930294,  65.6306610)
( -42.3632622,  -5.4945579,  87.4440765)
( -28.1733761,  35.0536957,  88.5934143)
( -22.5642796, -30.8512650,  94.0725403)
( -20.3276863,  41.3781776,  86.4710693)
( -60.9348946, -11.7573500,  85.5216217)
( -50.6257439,  26.5471878,  99.2351837)
( -57.6939507,  20.7723503,  94.4427719)
( -66.3884277,  15.0192537,  70.0266724)
( -40.1782570,  50.3453484,  97.5576172)
( -64.5950165,  19.4823570,  98.1142654)
( -61.7490997,  38.7256508,  82.1057358)
( -74.1809311, -15.8675833,  83.9845581)
( -63.2685089,  41.2855911,  93.3197479)
( -92.2638855,  31.3839970,  92.2816620)
 Cluster    5:
(  14.9599905, -58.6091499,  48.5088539)
(  29.5692902, -49.3720551,  37.3572388)
(  24.7270699, -43.3360023,  61.7643127)
(  34.1426048, -45.7169266,  56.8448868)
(   7.2309098, -38.6048088,  62.2097931)
(  15.6653786, -31.1657162,  41.3438568)
(  -8.5449419, -44.7679596,  62.5488930)
(  27.8137341, -33.2782364,  66.1436920)
(  -3.2048135, -64.9260406,  78.7345428)
(  32.8856468, -38.1576157,  82.1996765)
(  58.0787811, -65.6598434,  53.3367729)
(  43.3358383, -23.6367607,  89.6105347)
(  52.1848640,  -8.5735826,  56.3492928)
(  75.0479202, -75.5056229,  70.4763336)
(  86.6902695, -56.3600883,  87.9171906)
 Cluster    6:
(  12.6459837, -69.9634476,  46.9647598)
(   1.6440625, -78.6401520,  41.6845970)
(  27.4586563, -69.2817383,  31.1805305)
(  18.7134438, -94.0169525,  41.7055511)
(   5.6132073, -96.3310165,  51.3282127)
(  -9.6839218, -94.0422363,  54.3665466)
( -20.7422276, -73.5022202,  36.7681007)
(  46.5889168, -88.8316193,  57.3928757)
(  54.0764503, -84.2247467,  48.0475998)
(  49.3647652, -98.6450195,  63.2096558)
(  48.9519463, -99.4960556,  64.8379135)
(  23.6887550, -82.5186386,  97.4686203)
(  70.6909332, -98.2908478,  95.4075012)
 Cluster    7:
(  30.0186787, -83.9573517,  10.8331432)
(  39.4594383, -98.1381531,  11.7627316)
(  49.8884048, -68.9899673,  10.2357407)
(  41.5328026, -97.1705856,  -6.8961053)
(  38.9806938, -68.5459213, -14.7568817)
(   7.2749691, -68.4127960,  -8.1274128)
(  49.2097588, -99.2365799,  34.6569176)
(   8.3033628, -58.2626419,  -4.6031642)
(  -3.2840788, -71.7951431,  -4.9668379)
(  64.3617401, -88.5441208,  30.9676876)
( -14.1692257, -81.0259781,   5.3031921)
(  -3.3173232, -62.2287292, -14.0430756)
(  32.7783432, -47.0568695, -25.9920216)
(  59.5432129, -85.5278397, -35.0504799)
(  29.2776394, -67.2458420, -41.8531075)
(  18.0928707, -77.4311066, -43.0021820)
( -14.8072252, -76.2676392, -21.1398201)
( -14.2256212, -87.1257324, -22.8413353)
(   2.3506427, -99.7875671, -46.6662560)
(  93.3654633, -95.5990067, -13.6261234)
 Cluster    8:
(  -8.6023273, -29.4760418, -89.4549942)
( -12.7707548, -23.9895782, -87.4670258)
(   5.5490956, -24.6006775, -92.0426102)
( -13.2237396, -11.3400517, -85.0697556)
(  -4.0425310,  -3.8645854, -99.8393326)
(   8.4447794,  -3.3443038, -90.0799179)
( -25.7845993, -55.1543846, -95.5988846)
( -41.3040810, -29.9394989, -75.0704498)
( -24.8773460, -61.8900032, -89.0125809)
( -33.9638634, -23.1497154, -63.7225037)
( -28.5651016,   1.7802322, -84.5016937)
(   1.2269628, -65.5433350, -84.1967010)
( -40.2398911, -58.4934082, -92.3039551)
( -47.7483253, -48.3936920, -95.9586716)
(   0.3216031, -59.7632599, -57.2489853)
(  10.9225063, -45.4702644, -51.0374756)
(  29.1830330, -25.7094517, -59.5673294)
( -36.2482719,  10.0725145, -95.8017273)
( -54.6404800, -21.8742580, -74.7009811)
( -38.4883118, -38.2798805, -51.2626801)
( -16.6398315,  15.4848948, -69.3024979)
( -49.3912582,  -2.5143938, -77.0435791)
( -57.4631157, -31.4561653, -75.2099533)
( -23.2906437, -47.2957916, -43.8034668)
( -19.8973408, -33.1727905, -38.0877495)
( -12.8463821,  15.6803741, -61.7832108)
(   9.8360386,  17.8260155, -71.4871445)
( -45.8745880, -66.7854156, -77.0337753)
( -23.7406864, -40.1562424, -38.4142075)
( -32.6747055,  19.3839226, -90.8443832)
( -59.0214806, -27.1587029, -59.4615250)
( -33.1825714,  24.2765636, -87.7106018)
( -47.1600838, -27.9004288, -44.0028076)
( -36.9595947, -47.7214508, -39.2541428)
(  -7.5470047,  15.1641302, -46.0549583)
(  49.8423843,  -6.1801395, -95.7634506)
( -17.9635944,  23.3197746, -54.3536415)
( -46.1113014,  20.1201725, -73.5023499)
(  24.9313488,   9.3714085, -44.7697945)
( -73.2688141,  -4.3145132, -81.5933685)
( -64.4486237,  18.8761501, -72.8229599)
( -39.7312355,  25.6047821, -44.2505569)
( -78.4908981,   7.6354003, -51.7867546)
( -95.7808762,  23.2999954, -54.6320229)
 Cluster    9:
(  94.7808609, -25.2982483,   4.6774135)
(  91.6442490, -29.0824890,   3.8238833)
(  91.4173889, -30.7221718,  13.6138163)
(  94.2305984, -23.8000278,  20.7501640)
(  87.9923935,  -3.0644209,  12.8789396)
(  82.2135315, -43.1826057,  -7.9367981)
(  82.4488297, -42.3270035, -14.2024107)
(  81.0549088, -50.2158852,   6.0237989)
(  76.8284683,  -3.3100994,   1.4355755)
(  93.8646317,  -3.5803852, -15.9429665)
(  66.3255386, -38.0784836,  -6.4145765)
(  67.8727036, -10.8758955, -10.4890299)
(  87.9307098, -19.2313461, -29.3146381)
(  88.3243484,   0.3854142,  29.7365246)
(  90.4988480,  10.8387537,  -0.8308532)
(  86.0924072,   1.5065202, -23.7246418)
(  58.1974297, -44.0497017,  -4.2414865)
(  96.7249374, -14.3401728, -37.0915833)
(  53.1421928, -13.6947784,  12.1739874)
(  50.5626945, -34.0078468,  10.8607092)
(  66.4800186,   6.1347895,  29.0490074)
(  53.8917198, -23.5241032, -28.1943665)
(  88.9872208,  26.9749756,   3.4208710)
(  76.9731445,   8.3079453, -33.8666115)
(  77.2491226, -27.2884655, -46.7751274)
(  66.1114578,  21.4950542,   1.7907664)
(  64.7628098,  -5.4152918,  47.4400826)
(  80.5482864,   7.7704382, -38.8616714)
(  81.5644150, -32.5747032, -50.2260284)
(  98.3093948, -81.6156311,  -3.6900477)
(  95.7411423, -77.6370392,  30.4131508)
(  96.1030655,  33.4378700,  -0.7197294)
(  71.0455017,   2.3156607, -41.8886108)
(  53.1642036, -46.2611656, -38.1300888)
(  54.9895248, -16.0817795, -47.2696915)
(  74.8833237,   0.2191466, -53.4350700)
(  85.8921432, -39.6400604,  71.5035934)
(  82.7557144,  34.7962914, -30.2173004)
(  55.2856712,   4.9335833, -46.3940735)
(  97.2941437,  25.6555862, -55.4893227)
(  95.5069809,  54.8145790, -11.1368628)
(  89.0725174,  51.8295975, -26.9365635)
 Cluster   10:
( -79.1128769, -60.6361198,  24.0629292)
( -81.0113754, -48.6420479,  16.9148312)
( -75.6664047, -67.5116043,  10.7036953)
( -86.9445496, -73.2707367,  34.8560638)
( -62.1892891, -70.4643326,  30.7697048)
( -88.4119415, -41.7020569,  15.8783178)
( -88.0786743, -61.2909851,  46.7344208)
( -75.5141068, -84.3940201,  35.7863960)
( -78.6748123, -78.0574951,  44.4237404)
( -79.4889984, -31.1895084,  25.8262730)
( -81.8946991, -48.5200844,  55.2878456)
( -63.4072037, -88.7198868,  35.8139191)
( -43.9077339, -58.8795013,  18.7438412)
( -68.5587921, -97.7359924,  30.0379200)
( -82.6894455, -23.8736439,   4.6447368)
( -74.7722092, -30.5381603,  -5.6059961)
( -91.9726944, -22.0530300,   1.4653742)
( -52.7055893, -74.0129547, -11.8685169)
( -69.0403214, -43.6948395, -19.1655941)
( -77.4909134, -14.7957144,  39.8977280)
( -37.9469032, -59.2195740,  -1.7048541)
( -84.4248505, -12.5527668,  16.3585739)
( -97.4389572, -66.9037323,  75.0714569)
( -91.6124344, -97.2608490,  64.7832413)
( -90.6819763, -17.0905647,  -9.8797264)
( -90.5846176, -28.9063530,  70.3379211)
( -71.8945618,  -4.7997999,   8.1995440)
( -84.4412079, -11.0617638,  -9.2479343)
( -86.6193237, -24.8146152,  76.4132690)
( -91.4734039,  -0.1518353,  40.5000420)
( -91.5385742,   2.6317770,  46.7098465)
( -81.2600555,  -9.4577646, -26.1405754)
( -99.3504486,   9.4629431,  29.9851742)
 Cluster   11:
(  40.9891739,  49.7694817,  84.8162231)
(  49.3936005,  70.8012466,  94.8263474)
(  45.8130455,  34.2646561,  59.5373650)
(  60.0638313,  43.8764458,  62.0087090)
(  40.9750748,  64.3236618,  57.5640488)
(  21.6040478,  23.5006714,  93.8393784)
(  61.7765427,  22.4483986,  93.8988800)
(  50.5193634,  29.7255135,  57.0040245)
(  55.8393211,  17.2173080,  85.9374084)
(  49.8453636,  57.1425476,  50.8973351)
(  70.5631104,  25.5284367,  74.0019760)
(  -0.9913691,  54.3530731,  80.4822235)
(  37.6573868,   6.5503163,  74.6509552)
(  63.9490623,  52.3737564,  45.9446831)
(  88.7715378,  46.7352943,  69.6100082)
(  59.8221436,  15.9410152,  51.7753639)
(  84.8274841,  23.2161942,  85.2954636)
(  91.2075882,  57.2805099,  92.2126617)
(  44.7791634,  -1.5287238,  85.6418533)
(  44.5244522,  10.0092707,  51.8433380)
(  -0.8545613,  80.1731949,  95.1903152)
(  -7.0369334,  70.7070007,  93.9939270)
(  76.0596619, -16.7428703,  98.1704407)
 Cluster   12:
( -40.0247726, -74.5030136,  73.3354645)
( -21.8192825, -80.6844101,  75.7712708)
( -35.2666435, -75.3042450,  95.3227692)
( -33.2283249, -53.7085228,  85.0296402)
( -13.5033350, -71.0116577,  72.9520645)
( -64.0783691, -79.2130203,  85.9023590)
( -20.0415077, -59.2798347,  86.2987671)
( -48.3064423, -54.8301315,  92.7224731)
( -20.0308571, -79.4563980,  52.9538727)
( -27.1162472, -90.3122330,  52.5858612)
( -60.3133774, -56.3915710,  57.7782974)
( -58.1843719, -48.7595901,  58.0583038)
( -33.6928291, -48.4316292,  95.9678726)
( -64.4634323, -48.4506454,  69.3270035)
( -72.5360031, -58.6778107,  77.2545319)
( -33.3286171, -94.8031998,  43.5317078)
( -20.1647816, -48.6815491,  91.0079041)
( -51.4187088, -39.8832550,  84.0754547)
( -65.0268936, -45.3436699,  80.8296585)
( -76.6926651, -87.6965790,  82.1317749)
( -41.4059372, -35.0346222,  82.5259171)
( -74.3734131, -59.2699013,  97.4014206)
( -56.7963333, -26.7040596,  63.5987282)
( -72.6543884, -29.2785892,  70.1126480)
( -73.5460052, -29.5414200,  76.0765152)
( -94.0300140, -62.2702217,  82.7654037)
( -70.1804962, -30.4674435,  95.5181656)
( -85.4105377, -35.5000496,  83.6718521)
( -99.3116684, -84.7588577,  89.4382095)
( -94.4491882, -44.9440079,  82.9016037)
 Cluster   13:
(  12.1676960,  70.4697647, -93.3875427)
(  25.0691795,  80.8383331, -85.9858170)
(  10.5581875,  93.9495773, -97.0180817)
( -12.3664942,  69.2859268, -98.7332611)
(  30.5005608,  46.9716110, -90.0940552)
(  -5.8535028,  46.3336449, -89.0764236)
(  -1.0952797,  97.9997177, -83.9130249)
(  36.0698280,  72.0944901, -69.2423172)
(  42.3299484,  85.6631393, -88.0851593)
(   2.1347868,  43.1854515, -73.7367020)
(  38.5510712,  71.9264679, -67.9322433)
(  27.2137299,  73.7281570, -59.5416908)
( -20.1310577,  54.7435646, -81.0764847)
(   8.4570541,  32.9917450, -86.1011658)
(   4.9680295,  72.3320312, -55.3285484)
( -25.3757648,  48.4736328, -95.7485504)
(  48.4805031,  92.3082809, -82.4180603)
(  55.8017464,  65.8384399, -97.6121368)
(  15.8037672,  83.3686676, -49.9822121)
( -16.0919323,  46.2271194, -66.3771362)
(  -8.6159544,  58.9888725, -48.4923439)
(  22.6523857,  73.0941391, -43.6799316)
( -23.6944008,  97.6444778, -69.3079071)
(  38.7600975,  98.0397110, -55.0704651)
(  50.8729019,  34.3149910, -80.5410080)
( -41.5675735,  90.6153259, -91.5294113)
( -37.0324669,  49.9207993, -60.9900742)
(  74.4649887,  71.0785370, -72.7251205)
(  75.7915955,  71.0575867, -74.8116913)
( -48.8961830,  50.8043823, -73.2320557)
(  42.8292351,  95.5721970, -37.5923996)
( -23.2312717,  87.8573990, -37.3464355)
( -55.9604225,  50.3920517, -92.3155746)
( -44.4081764,  55.9954071, -49.0643425)
(  74.5363007,  67.5983047, -52.7387772)
( -49.9563141,  59.4725990, -47.1062279)
(  84.6497955,  54.7425728, -68.2521515)
(  92.7046204,  83.6905136, -80.1070480)
(  78.9522552,  18.5862694, -90.2757187)
(  79.5488586,  30.2994061, -61.4733658)
( -46.2217712,  84.3900986, -31.6642551)
( -59.7273102,  50.3593216, -49.6768837)
(  85.7755661,  76.3309784, -39.6371918)
( -76.7817917,  69.8012772, -63.4628868)
( -93.1143646,  76.2198181, -70.8309250)
( -93.5488358,  66.7105026, -66.4113922)
( -94.4050293,  51.7248688, -63.9654007)
( -98.7603607,  98.6598663, -50.6782875)
 Cluster   14:
(  37.9403954,  96.7639160,  63.5004730)
(  47.5495033,  91.4921646,  76.8482666)
(  22.3829632,  83.3107300,  56.0229492)
(  23.3771935,  72.1183548,  67.2783966)
(  58.3636703,  84.2028275,  82.5754776)
(  21.9107780,  86.1123047,  88.0189896)
(  69.7817078,  91.1814957,  76.9269180)
(  71.2244263,  75.1718216,  60.8489685)
(  35.5946465,  99.7015381,  23.5980015)
(   1.1622238,  80.3702240,  52.7222977)
(  77.1623917,  83.7175446,  54.4215393)
(  80.0007706,  99.1493912,  74.9513168)
(  82.9318161,  79.9101868,  64.2465668)
(  84.7799835,  83.4059372,  64.7107391)
(  86.0040588,  94.1188660,  81.5700989)
(  68.1158447,  85.2109375,  20.0099945)
(  80.5900192,  65.3954697,  40.0479698)
(  -9.0306377,  84.8696671,  97.4610901)
(  83.4943924,  74.8214035,  30.1748638)
(  90.8730316,  93.2404938,  19.7208614)
 Cluster   15:
(  44.3931236, -75.3592300, -94.8996353)
(  32.2176361, -87.5200195, -97.1957397)
(  54.7728806, -94.3542099, -97.4115372)
(  14.0602903, -71.5006943, -94.4035873)
(  32.1757965, -76.2390900, -66.2118607)
(  60.4141388, -70.8188171, -68.1770630)
(  74.0457458, -63.7857361, -94.1688690)
(  48.1841164, -50.8121681, -74.6779022)
(  74.6726761, -69.0977631, -81.2841949)
(  74.5681686, -60.1716881, -96.1549911)
(  11.9093666, -65.3022461, -99.3086777)
(  11.4972544, -68.9955673, -84.8074570)
(  25.1742706, -98.5183105, -72.8907089)
(  51.4669685, -59.0221252, -58.4187965)
(  18.8825741, -67.5901947, -63.8479385)
(  54.0477982, -85.8037720, -55.6384621)
(  75.4369278, -95.0559845, -68.5093536)
(  74.9071579, -49.0109749, -72.2963028)
(  51.7222099, -93.0187225, -51.1299057)
(   3.3950541, -83.5476074, -60.9518013)
(  92.1368866, -88.1778564, -73.0825729)
(  74.1610794, -38.9670486, -65.4532394)
(  62.8519020, -22.0320950, -98.6782379)
(  90.6341248, -42.3699951, -91.5038681)
(  -6.5491815, -95.5206985, -73.2885513)
(  76.1157837, -27.9221420, -76.1430359)
( -14.1490593, -89.8240891, -99.9093323)
 Cluster   16:
( -97.0608521, -89.4432144, -43.4106941)
( -79.6748276, -95.0613403, -40.2930374)
( -80.4941940, -67.2672653, -55.1167488)
( -68.4779968, -87.7774429, -32.9160995)
( -72.6579285, -99.4266510, -24.0089512)
( -84.1991806, -70.0562057, -68.3398056)
( -85.9014893, -54.5410957, -64.8643494)
( -64.8555908, -87.3872833, -15.1804819)
( -91.1724319, -44.7822533, -51.6337776)
( -93.4582062, -84.1567535, -90.7994080)
( -50.1656036, -99.4193726, -38.6551437)
( -49.5012245, -95.5158539, -30.6935787)
( -71.6973343, -94.7250137, -91.1490173)
( -37.0682487, -94.0379333, -33.3685036)
( -60.6671753, -32.7480316, -43.4313698)
( -27.4003620, -91.8070526, -50.4450912)
