  106     1  21.1499996,  15.7500000
  107     1  22.4500008,  16.1000004
  108     1  23.2000008,  16.2999992
  109     1  24.0000000,  16.7500000
  110     1  24.6499996,  16.9500008
  111     1  24.1499996,  17.0499992
  112     1  22.5000000,  16.8500004
  113     1  21.7000008,  16.4500008
  114     1  20.7999992,  15.8500004
  115     1  19.4500008,  14.9499998
  116     1  19.1000004,  14.6499996
  117     1  18.5499992,  13.6000004
  118     1  18.3500004,  13.0500002
  119     1  18.2500000,  12.1999998
  120     1  18.2500000,  10.6000004
  121     1  18.6499996,  10.1499996
  122     1  19.6499996,   9.0500002
  123     1  19.8500004,   8.8999996
  124     1  21.7500000,   7.5999999
  125     1  21.8500004,   7.5000000
  126     1  22.2000008,   7.4000001
  127     1  25.3500004,   6.0000000
  128     1  25.3500004,   6.0000000
  129     1  27.4500008,   5.6500001
  130     1  30.5000000,   5.1999998
  131     1  31.3999996,   5.4499998
  132     1  31.8500004,   5.8499999
  133     1  32.4000015,   6.0500002
  134     1  33.0000000,   6.1999998
  135     1  34.0000000,   6.5500002
  136     1  34.5000000,   7.1999998
  137     1  35.3499985,   7.7500000
  138     1  35.7999992,   7.9000001
  139     1  35.7999992,   7.9000001
  140     1  35.0499992,   7.0000000
  141     1  28.0499992,   5.0500002
  142     1  27.4500008,   5.0500002
  143     1  29.0000000,   5.8000002
  144     1  28.9500008,   5.8000002
  145     1  27.1000004,   5.1999998
  146     1  24.2999992,   6.5999999
  147     1  23.4500008,   6.9499998
  148     1  23.5000000,   6.9000001
  149     1  21.0000000,   8.2500000
  150     1  20.9500008,   8.2500000
  151     1  19.8500004,   9.9499998
  152     1  19.1499996,  10.8999996
  153     1  18.7999992,  10.3999996
  154     1  20.0499992,   9.0000000
  155     1  21.0499992,   8.0000000
  156     1  19.7000008,   7.8499999
  157     1  19.1499996,   8.3999996
  158     1  18.3500004,   9.1999998
  159     1  17.7000008,   9.8000002
  160     1  17.5000000,  10.3000002
  161     1  18.9500008,   9.6499996
  162     1  18.9500008,   8.6499996
  163     1  21.8500004,   6.4499998
  164     1  23.2500000,   6.2500000
  165     1  25.1000004,   6.0999999
  166     1  27.0000000,   5.6500001
  167     1  27.6499996,   5.5500002
  168     1  28.1499996,   5.5500002
  169     1  27.7500000,   5.4499998
  170     1  26.1000004,   5.3499999
  171     1  25.5499992,   5.5999999
  172     1  23.2500000,   5.9499998
  173     1  22.7000008,   6.3499999
  174     1  21.7500000,   6.8000002
  175     1  21.3999996,   7.2500000
  176     1  20.8500004,   7.4499998
  177     1  27.2500000,   5.4000001
  178     1  30.3999996,   5.4499998
  179     1  30.1000004,   5.2500000
  180     1  29.0499992,   5.0500002
  181     1  30.2000008,  17.6499996
  182     1  29.5499992,  16.9500008
  183     1  28.7500000,  17.1000004
  184     1  26.7500000,  17.7500000
  185     1  24.8999996,  17.5000000
  186     1  25.3999996,  16.8999996
  187     1  25.9500008,  17.1499996
  188     1  25.2000008,  17.4500008
  189     1  22.4500008,  17.1000004
  190     1  21.4500008,  16.2999992
  191     1  23.3500004,  17.0000000
  192     1  23.6499996,  17.1499996
  193     1  23.2999992,  14.3000002
  194     1  20.3999996,  14.6499996
  195     1  18.0499992,  14.7500000
  196     1  20.3500004,  14.6499996
  197     1  18.6000004,  14.0000000
  198     1  19.1499996,  14.4499998
  199     1  19.5499992,  14.6000004
  200     1  18.7500000,  14.1499996
  201     1  15.3000002,  12.8500004
  202     1  10.1999998,  13.7500000
  203     1  10.8000002,  12.8000002
  204     1  14.3999996,   8.1999998
  205     1  41.3499985,   4.2500000
  206     1  41.2000008,   4.6999998
  207     1  39.7999992,  16.0000000
  208     1  26.2000008,  12.5000000
  209     1  26.9500008,  13.0000000
  210     1  28.1000004,  12.8500004
  211     1  29.3999996,  12.3000002
  212     1  29.5000000,  11.8000002
  213     1  28.3999996,  10.5500002
  214     1  27.1000004,  10.6000004
  215     1  26.8999996,  10.6000004
  216     1  27.7999992,  10.6000004
  217     1  28.6499996,  10.6000004
  218     1  29.4500008,  11.6499996
  219     1  29.5499992,  12.8500004
  220     1  28.7500000,  13.3500004
  221     1  27.9500008,  13.2500000
  222     1  27.2000008,  12.9499998
  223     1  26.5499992,  12.6999998
  224     1  26.4500008,  12.3000002
  225     1  26.3500004,  13.5500002
  226     1  27.5499992,  13.8500004
  227     1  28.6499996,  13.6000004
  228     1  29.1499996,  13.1999998
  229     1  28.5000000,  13.0000000
  230     1  27.8500004,  12.5500002
  231     1  27.3999996,  12.3500004
  232     1  27.0000000,  12.1999998
  233     1  27.1000004,  10.3000002
  234     1  27.8999996,  11.3000002
  235     1  28.7500000,  12.3500004
  236     1  28.9500008,  11.7500000
  237     1  29.2000008,  11.3000002
  238     1  29.0000000,  11.1000004
  239     1  27.0499992,  11.2500000
  240     1  26.2999992,  12.3500004
  241     1  27.7999992,  11.8000002
  242     1  27.7500000,  11.6499996
  243     1  27.0000000,  10.5000000
  244     1  26.3500004,  12.1999998
  245     1  26.7999992,  11.9499998
  246     1  27.7999992,  11.3500004
  247     1  27.9500008,  11.4499998
  248     1  28.0000000,  12.4499998
  249     1  28.3500004,  12.6499996
  250     1  28.0499992,  11.4499998
  251     1  27.9500008,  11.3500004
  252     1  28.6000004,  11.6499996
  253     1  28.6499996,  12.6000004
  254     1  28.0499992,  11.3500004
  255     1  15.5500002,   4.0500002
  256     1  20.6000004,   0.5500000
  257     1  30.2500000,   0.7500000
  258     1  18.0000000,   3.4000001
